,county_state,all_pubs_tot_circ_household,tot_households_est,diff_margin_gop_2016_2012,pct_uninsured,unemployment_rate,pct_white_nonhispanic,any_college_aggregate,fips,fips2,trump_win,margin_gop_2016,margin_gop_2012,turnoutcvap
358,AVERY//NC,0.053227466549,6801.0,6.28444560533,18.7,4.8,87.3467081096,49.0850623995,37011.0,37011.0,1,56.5260545906,50.2416089852,0.54902959
359,DAVIS//IA,0.0533965244866,3165.0,28.7780410013,25.9,4.7,97.311827957,48.4138428262,19051.0,19051.0,1,45.2306894764,16.4526484751,0.61027664
360,INYO//CA,0.0534120899837,7957.0,1.88653202159,11.3,4.8,64.8016110597,56.7467512844,6027.0,6027.0,1,13.6693346673,11.7828026457,0.58995122
361,KANE//UT,0.0534241663679,2789.0,-9.84784202152,19.5,2.9,91.9744515412,66.4785992218,49025.0,49025.0,1,43.3371625503,53.1850045718,0.6193375
362,CARTER//MT,0.0535714285714,504.0,4.82123001015,20.7,2.4,97.9625101874,54.7252747253,30011.0,30011.0,1,78.120978121,73.2997481108,0.81641537
363,GREENE//MS,0.0535885167464,4180.0,8.85326556399,17.9,5.9,71.3567839196,37.5873079226,28041.0,28041.0,1,62.9671361502,54.1138705862,0.52317524
364,WINSTON//MS,0.053627348643,7664.0,6.44940357939,13.3,6.3,50.8156388725,46.1648177496,28159.0,28159.0,1,12.4957245468,6.04632096741,0.68635935
365,CROSS//AR,0.0536282162475,6918.0,8.02282347908,13.7,4.0,73.567298334,34.3057669542,5037.0,5037.0,1,37.7982725809,29.7754491018,0.50490475
366,ADAIR//OK,0.0539658634538,7968.0,17.4457613139,28.0,5.4,41.7880913833,36.3725490196,40001.0,40001.0,1,52.2418058132,34.7960444994,0.40990782
367,BRECKINRIDGE//KY,0.0541318350007,7297.0,24.0004679886,13.3,4.9,94.7908877922,34.1671486408,21027.0,21027.0,1,51.6143753565,27.6139073679,0.52137828
368,COLFAX//NM,0.0542733501623,5546.0,10.5236867353,12.6,6.6,47.9341386474,54.7392864682,35007.0,35007.0,1,8.55625118573,-1.96743554953,0.55837381
369,RICHLAND//IL,0.0542826387821,6503.0,21.6255566154,8.8,5.4,96.0190984064,55.0386907409,17159.0,17159.0,1,54.4823066841,32.8567500687,0.58396471
370,CLARK//MO,0.0543593363925,2833.0,41.9973443301,15.2,6.5,97.3984679867,43.7460978148,29045.0,29045.0,1,52.2919179735,10.2945736434,0.60808533
371,DEFIANCE//OH,0.0544538255121,15279.0,20.7464068285,10.1,4.3,87.007680571,45.7652015926,39039.0,39039.0,1,34.8187693172,14.0723624887,0.62684655
372,LEWIS//WA,0.0544807724886,29515.0,12.6923496131,12.9,7.5,84.6772164471,55.512981814,53041.0,53041.0,1,36.1552310462,23.4628814331,0.60101479
373,RABUN//GA,0.0544999263515,6789.0,4.53891305121,24.6,5.6,86.9297922046,52.0786656709,13241.0,13241.0,1,60.938482828,56.3995697768,0.60390407
374,FULTON//AR,0.0545283018868,5300.0,17.5486361226,13.3,3.8,95.8933246073,42.5052936588,5049.0,5049.0,1,50.6534569983,33.1048208757,0.4675951
375,TATTNALL//GA,0.0546954314721,7880.0,7.4544793098,18.3,4.9,58.6910125682,35.6140853135,13267.0,13267.0,1,49.6293065853,42.1748272755,0.35244089
376,GEARY//KS,0.0547826770416,12723.0,7.29669664917,10.3,5.1,58.912115693,62.62241843,20061.0,20061.0,1,21.7000981905,14.4034015413,0.31725153
377,COCHISE//AZ,0.0547875064004,48825.0,-1.44356886137,11.5,5.4,56.7294268282,63.2282690939,4003.0,4003.0,1,22.5855795304,24.0291483918,0.51715022
378,HENRY//TN,0.0548585851088,13471.0,19.5920215402,13.1,5.8,87.5701137314,38.1663573186,47079.0,47079.0,1,49.8331652052,30.2411436651,0.50493127
379,RILEY//KS,0.0548607700155,26467.0,-8.16363368421,6.9,3.1,77.6398922983,77.6873847489,20161.0,20161.0,1,4.5177045177,12.6813382019,0.35735035
380,CHESTERFIELD//SC,0.0549883475752,18022.0,11.0159829961,16.7,3.9,61.3331312781,36.7003043409,45025.0,45025.0,1,14.309901915,3.29391891892,0.4789691
381,SCURRY//TX,0.0550411522634,5832.0,4.366327032,16.0,5.3,55.075994895,50.5684361293,48415.0,48415.0,1,69.7586010264,65.3922739944,0.41841644
382,CLARENDON//SC,0.0550869994681,13161.0,10.4267910674,16.3,5.3,47.1004739891,42.8868428868,45027.0,45027.0,0,-2.56664027448,-12.9934313419,0.61179841
383,CHEYENNE//CO,0.0551816958277,743.0,5.70196190036,20.4,2.1,84.4655344655,57.3872472784,8017.0,8017.0,1,72.3048327138,66.6028708134,0.81555212
384,LAFAYETTE//FL,0.0553549939832,2493.0,9.27370795332,22.4,4.1,69.4352914442,38.7487386478,12067.0,12067.0,1,67.5555555556,58.2818476022,0.52103227
385,HANCOCK//GA,0.0554174067496,2815.0,10.3386990957,15.3,7.5,23.9837856097,32.0197805594,13141.0,13141.0,0,-51.9036954087,-62.2423945044,0.55590117
386,TITUS//TX,0.0554440302074,10461.0,3.18918968512,22.3,6.1,47.3074678217,43.2458697765,48449.0,48449.0,1,42.1425457716,38.9533560865,0.47223562
387,DOUGLAS//SD,0.0555555555556,1296.0,10.7412118196,14.8,2.8,95.1227716112,44.8390151515,46043.0,46043.0,1,70.031152648,59.2899408284,0.73398256
388,ROCKCASTLE//KY,0.0555807279867,6621.0,6.96637569581,10.6,4.6,97.6567111321,32.6649746193,21203.0,21203.0,1,70.2064014358,63.24002574,0.47327128
389,PONTOTOC//OK,0.0559248852032,14591.0,7.02052632731,19.1,3.9,67.6152936539,54.4043365776,40123.0,40123.0,1,45.8147698123,38.794243485,0.45120543
390,DALLAS//AL,0.0562359105587,16413.0,2.11884091471,14.0,8.6,28.5738008255,43.4488034095,1047.0,1047.0,0,-37.5974372664,-39.7162781811,0.66984904
391,HALE//TX,0.056284200469,11513.0,0.57165221875,21.6,5.2,35.3875619648,40.1069017254,48189.0,48189.0,1,48.36400818,47.7923559612,0.36033109
392,BATH//KY,0.0563183616477,4297.0,25.3497144181,13.2,5.9,95.725496744,36.4563892,21011.0,21011.0,1,37.6010487219,12.2513343037,0.464324
393,LYON//KS,0.0565852923448,13272.0,4.22619520209,14.1,3.8,72.2102683641,54.5280258312,20111.0,20111.0,1,16.1600681141,11.933872912,0.50243133
394,CHARITON//MO,0.0566677977604,2947.0,24.1740000299,7.7,3.5,95.7124183007,36.3150129104,29041.0,29041.0,1,51.9939424533,27.8199424234,0.64330214
395,LAKE OF THE WOODS//MN,0.056685150955,1623.0,24.124954551,8.6,6.3,94.27703216,46.6035822913,27077.0,27077.0,1,44.2600896861,20.1351351351,0.70276845
396,POLK//GA,0.0568259153396,14694.0,11.9334479109,18.5,5.5,71.9349751304,37.1769531978,13233.0,13233.0,1,57.5151857607,45.5817378498,0.49481297
397,LEWIS//TN,0.0568760611205,4712.0,22.8224138756,14.6,5.7,93.477896852,39.0900428776,47101.0,47101.0,1,58.4438165616,35.621402686,0.51392943
398,MADISON//IN,0.0570854624176,51274.0,21.1902878211,13.1,4.2,85.7522259748,48.1410027656,18095.0,18095.0,1,25.6820723071,4.49178448605,0.52466357
399,DALLAS//MO,0.0571017274472,6252.0,22.7220447096,22.1,4.8,94.6450132818,39.9772309309,29059.0,29059.0,1,62.1505376344,39.4284929249,0.57453167
400,GUNNISON//CO,0.057101956418,6287.0,-1.13542357697,15.8,2.0,87.8921474666,78.0795442986,8051.0,8051.0,0,-19.5504892999,-18.415065723,0.70768106
401,ANSON//NC,0.0573020712859,9511.0,12.4537114148,17.5,5.6,45.3912378037,37.6128109179,37007.0,37007.0,0,-12.5553203771,-25.0090317919,0.56119317
402,CONEJOS//CO,0.0573270013569,2948.0,12.9102362579,16.4,3.8,43.2779730876,51.9161789692,8021.0,8021.0,1,3.32493702771,-9.5852992302,0.71060598
403,WOODSON//KS,0.0574787720444,1531.0,10.3398439417,16.2,5.9,94.0205543444,51.3847464849,20207.0,20207.0,1,55.8450704225,45.5052264808,0.57285666
404,COLORADO//TX,0.0575943581037,7657.0,1.94796170476,17.6,4.7,58.1394228453,43.6836962591,48089.0,48089.0,1,51.25,49.3020382952,0.52705467
405,KNOTT//KY,0.0576537433155,5984.0,6.46300450415,13.8,9.3,97.50625,35.4673495519,21119.0,21119.0,1,54.0653231411,47.6023186369,0.44973049
406,LIBERTY//GA,0.0579261648433,22943.0,9.00328862559,13.9,5.5,42.44804197,58.5004722485,13179.0,13179.0,0,-21.1789578411,-30.1822464667,0.36017445
407,ST. HELENA//LA,0.0580973129993,4131.0,6.47056359493,20.5,6.7,44.4167128859,34.1338854382,22091.0,22091.0,0,-14.3527833669,-20.8233469618,0.75925606
408,WASHINGTON//VT,0.058216383812,24512.0,5.19764366917,5.1,2.8,94.4141919773,64.7075633454,50023.0,50023.0,0,-36.9965798841,-42.1942235533,0.62644869
409,ROUTT//CO,0.05831831195,9431.0,-1.42194110141,11.2,2.7,90.1592815386,76.4046931195,8107.0,8107.0,0,-16.9764740052,-15.5545329038,0.73525065
410,WINSTON//AL,0.0584733149054,9406.0,9.13980161564,13.4,6.9,94.2975549109,40.6759028462,1133.0,1133.0,1,81.4627011214,72.3228995058,0.5136773
411,MCKENZIE//ND,0.0584940883634,3214.0,20.0183564509,19.6,3.4,76.6718668747,63.3446519525,38053.0,38053.0,1,64.5407052677,44.5223488168,0.57191253
412,LABETTE//KS,0.0587186497088,8413.0,17.6989629714,13.1,5.2,85.2575066515,55.6228434617,20099.0,20099.0,1,37.8583154439,20.1593524725,0.50505018
413,WASHINGTON//GA,0.0587828492393,7230.0,7.0580267428,16.5,6.2,43.8681741641,36.4702557581,13303.0,13303.0,0,-0.581809546426,-7.63983628922,0.55255163
414,GILLIAM//OR,0.0588235294118,833.0,18.384466607,17.6,4.5,90.1221455125,51.9230769231,41021.0,41021.0,1,43.86339381,25.4789272031,0.696293
415,LAKE//CO,0.0588429752066,3025.0,13.4734538069,19.0,2.7,59.6033686498,56.54,8065.0,8065.0,0,-10.5826771654,-24.0561309723,0.64260125
416,GREGORY//SD,0.058883248731,1970.0,15.6063010298,10.0,2.9,88.3814481779,48.1260364842,46053.0,46053.0,1,57.8192252511,42.2129242213,0.65754741
417,CRAWFORD//IN,0.0590099975616,4101.0,28.5686751502,9.6,4.9,96.4970257766,32.710786304,18025.0,18025.0,1,36.8111522544,8.24247710423,0.56143808
418,MARSHALL//OK,0.0593461860855,5965.0,10.9438155556,20.0,4.8,67.4222555264,44.6065469135,40095.0,40095.0,1,56.6247494077,45.6809338521,0.45390263
419,YAZOO//MS,0.0594047895838,8602.0,8.69401607759,17.9,6.0,36.4981548493,39.3578428718,28163.0,28163.0,0,-6.60129397493,-15.2953100525,0.5732187
420,POLK//AR,0.059410946783,7911.0,9.53529236698,17.3,4.2,88.7350225889,46.1168141593,5113.0,5113.0,1,66.4450190863,56.9097267193,0.50635171
421,DODGE//GA,0.0595238095238,8064.0,9.65100725623,16.4,6.8,65.1369216242,38.893100834,13091.0,13091.0,1,45.5325232309,35.8815159746,0.47091907
422,PICKENS//GA,0.0595427963849,11286.0,1.54909295234,13.8,4.5,93.4868863484,52.593038884,13227.0,13227.0,1,69.1889572307,67.6398642784,0.56145978
423,MADISON//LA,0.05960591133,4060.0,4.98250063027,33.5,7.7,35.1301271793,36.1373500128,22065.0,22065.0,0,-17.2654268808,-22.2479275111,0.56920022
424,BROOKS//TX,0.0596153846154,2080.0,6.38505925118,29.5,10.3,5.11009555463,32.9773030708,48047.0,48047.0,0,-51.001540832,-57.3866000832,0.48698103
425,MACON//NC,0.0596678681771,15536.0,10.9004470036,19.1,5.1,89.7166779681,57.2794059562,37113.0,37113.0,1,41.4974619289,30.5970149254,0.63559222
426,GOLDEN VALLEY//ND,0.0597758405978,803.0,11.0106984311,13.7,2.2,95.5543358946,67.7446102819,38033.0,38033.0,1,73.6730360934,62.6623376623,0.67716849
427,NATCHITOCHES//LA,0.0602517985612,14456.0,4.38183878007,17.1,6.4,53.4019832189,48.9717552692,22069.0,22069.0,1,10.9646747307,6.58283595063,0.58132166
428,ASHE//NC,0.0603258102834,11786.0,11.7652147305,17.1,4.4,92.70487571,50.7295118453,37009.0,37009.0,1,44.6580547112,32.8928399808,0.5977971
429,GRANVILLE//NC,0.060327350047,20223.0,7.09183673469,12.4,4.3,58.5881705072,50.1712457189,37077.0,37077.0,1,2.5,-4.59183673469,0.60221595
430,CARROLL//KY,0.0604312938816,3988.0,28.4291629503,16.1,4.2,88.8827331487,34.1188090871,21041.0,21041.0,1,38.4835107764,10.0543478261,0.4794932
431,JACKSON//NC,0.060604161444,15956.0,10.8584578585,15.6,4.7,80.9859845144,60.617122656,37099.0,37099.0,1,11.8973561431,1.03889828461,0.51471037
432,OGLETHORPE//GA,0.0608083724287,5542.0,4.65580057526,14.4,5.1,76.2935729847,43.0770692768,13221.0,13221.0,1,42.0,37.3441994247,0.56696069
433,KIT CARSON//CO,0.0609390609391,3003.0,12.3496122159,15.8,1.8,75.8771929825,45.0343084146,8063.0,8063.0,1,65.5411015776,53.1914893617,0.64144772
434,HART//KY,0.061009048533,7294.0,19.6431015894,15.6,3.9,91.9744048587,31.4448730312,21099.0,21099.0,1,49.4422255888,29.7991239994,0.47818562
435,SIMPSON//MS,0.0610250545795,9619.0,8.80065692476,18.1,4.8,61.621838619,40.7355809418,28127.0,28127.0,1,30.8514365802,22.0507796555,0.60872602
436,HAMPTON//SC,0.0610889774236,7530.0,8.16087386157,13.2,4.4,41.2543349778,36.0315751704,45049.0,45049.0,0,-19.1039345008,-27.2648083624,0.58954233
437,STOREY//NV,0.0611205432937,1767.0,16.4470878894,15.0,4.8,90.7101043523,62.9315566323,32029.0,32029.0,1,33.776387803,17.3292999136,0.70458061
438,MERCER//MO,0.0612109115103,1503.0,18.5289667118,19.6,3.5,96.6917697687,38.1269592476,29129.0,29129.0,1,73.0304772858,54.501510574,0.600694
439,ATHENS//OH,0.0613270479409,22486.0,18.0913585046,8.0,5.2,90.056022409,57.487772469,39009.0,39009.0,0,-16.9500017895,-35.0413602941,0.52750587
440,MALHEUR//OR,0.0613455181801,10286.0,7.82235552182,15.8,4.6,62.2205492455,50.2865473557,41045.0,41045.0,1,49.527638191,41.7052826691,0.48427129
441,UVALDE//TX,0.0615293420273,8435.0,2.47260079637,22.6,5.3,27.8532205402,47.3120232474,48463.0,48463.0,1,10.7990152193,8.32641442296,0.46020499
442,PULASKI//IN,0.0615354938272,5184.0,19.3061385798,12.7,4.1,94.8953782479,39.9402059573,18131.0,18131.0,1,46.4778370425,27.1716984627,0.5416801
443,IBERIA//LA,0.0615676598975,26345.0,5.20768287895,16.4,8.3,59.7365360167,35.3832855456,22045.0,22045.0,1,31.4445060701,26.2368231912,0.63446826
444,DADE//MO,0.0619718309859,3195.0,14.2593536739,16.9,3.6,94.3292202678,44.4828841952,29057.0,29057.0,1,64.4646924829,50.205338809,0.65857816
445,PIKE//MO,0.0619765494137,6567.0,19.7659067067,13.2,3.5,88.6374682724,35.2756892231,29163.0,29163.0,1,47.0237288136,27.2578221068,0.51181704
446,WILLIAMS//OH,0.0621122112211,15150.0,27.4987111252,8.1,3.9,93.2889316857,43.6306717168,39171.0,39171.0,1,43.800921006,16.3022098808,0.62096125
447,MARION//MS,0.0621561035256,9814.0,6.29549931008,17.7,5.7,64.9622735455,40.2064207105,28091.0,28091.0,1,36.0482390981,29.7527397881,0.64602453
448,SANTA CRUZ//AZ,0.0621785272479,15359.0,-9.33252864701,17.8,9.2,15.6331655089,47.8907163994,4023.0,4023.0,0,-47.1258207155,-37.7932920685,0.48449495
449,UNION//GA,0.0623429460333,8357.0,5.59517820695,14.2,4.3,94.3383199079,54.3868008815,13291.0,13291.0,1,65.5120857214,59.9169075145,0.62959796
450,SAN JACINTO//TX,0.0624736175602,9476.0,9.52406846136,20.7,6.3,75.3395255893,36.4835164835,48407.0,48407.0,1,58.3794274624,48.855359001,0.47999474
451,WIBAUX//MT,0.0625,448.0,3.19087297208,15.5,3.1,98.6815415822,47.983310153,30109.0,30109.0,1,75.9849906191,72.7941176471,0.63926351
452,JEFFERSON DAVIS//MS,0.0625622633991,5019.0,4.90173504679,19.9,7.0,38.4054936772,40.7939189189,28065.0,28065.0,0,-20.1058201058,-25.0075551526,0.73165166
453,FRANKLIN//GA,0.062611170402,8433.0,9.10559623353,17.7,5.0,84.3374038896,36.2751588983,13119.0,13119.0,1,68.5744630635,59.46886683,0.46470493
454,CEDAR//MO,0.0626693766938,5904.0,16.8779397012,19.1,3.9,95.2346674345,41.2308640707,29039.0,29039.0,1,63.8579165339,46.9799768327,0.57056558
455,LINCOLN//LA,0.0626710932495,17169.0,4.93187634524,16.5,5.7,53.2788443262,58.9952077932,22061.0,22061.0,1,19.6045863695,14.6727100242,0.52489084
456,DUVAL//TX,0.0627381254763,3937.0,18.8832111458,28.2,10.6,10.0112291613,35.1427422598,48131.0,48131.0,0,-35.2729021399,-54.1561132857,0.51950741
457,MARION//KS,0.0628119800333,4808.0,3.8780111344,7.9,4.1,93.572009764,52.2437411431,20115.0,20115.0,1,50.3385178408,46.4605067064,0.56635046
458,LOWNDES//AL,0.0628211116301,4282.0,6.20612522971,13.6,10.1,25.2839322286,38.8896599584,1085.0,1085.0,0,-46.8993409227,-53.1054661524,0.91441655
459,POLK//MO,0.0628829135466,11752.0,13.6983987472,12.8,3.8,94.0206384415,48.2284961225,29167.0,29167.0,1,56.9334014151,43.2350026679,0.55738103
460,ST. MARY//LA,0.0628937007874,20320.0,8.79516719478,18.9,8.4,56.54647181,31.7937092661,22101.0,22101.0,1,27.5589174063,18.7637502115,0.61194134
461,WASHINGTON//IN,0.0630810092961,10542.0,24.6916279109,12.5,3.8,96.9530970283,38.1637402158,18175.0,18175.0,1,49.1485043678,24.4568764569,0.51024306
462,FRANKLIN//TX,0.0631603662832,4259.0,3.6273103862,18.1,5.1,79.8377205397,51.6462322634,48159.0,48159.0,1,66.9880624426,63.3607520564,0.57129824
463,CAROLINE//MD,0.063255033557,11920.0,15.1689340862,11.3,4.6,77.2113529898,42.1201220345,24011.0,24011.0,1,39.5422376148,24.3733035287,0.56076437
464,ROLETTE//ND,0.0632593213238,4774.0,25.7120088272,31.7,7.2,19.9406814733,60.8961054816,38079.0,38079.0,0,-24.2217367559,-49.933745583,0.47435683
465,HARPER//KS,0.0632963419647,2433.0,11.3216669464,12.3,3.8,90.4965023034,51.994127722,20077.0,20077.0,1,62.1567847195,50.835117773,0.54523706
466,JACKSON//LA,0.0634315998675,6038.0,3.04670814117,14.4,4.9,66.5094046806,37.0463078849,22049.0,22049.0,1,40.5948553055,37.5481471643,0.60414821
467,WASHINGTON//AL,0.0635904125224,6133.0,11.4495575524,15.5,8.6,65.1703241749,34.3760862009,1129.0,1129.0,1,43.1582666039,31.7087090515,0.67775208
468,WHITFIELD//GA,0.0636297903109,34575.0,-0.33434610469,22.2,5.5,60.4566192391,39.6120352025,13313.0,13313.0,1,44.7566036493,45.090949754,0.44343317
469,BREATHITT//KY,0.0637058609392,5494.0,7.77828100737,13.0,7.9,97.3364726657,34.5429538722,21025.0,21025.0,1,42.8421787709,35.0638977636,0.47303385
470,MENOMINEE//MI,0.0638636576458,10679.0,26.4618138856,9.7,4.9,93.6585571531,48.0655019316,26109.0,26109.0,1,29.4008360427,2.93902215711,0.57606524
471,HAMILTON//IL,0.0639216815433,3473.0,25.0128736305,10.1,5.4,99.1228070175,52.4820267032,17065.0,17065.0,1,58.0497224234,33.0368487929,0.61143756
472,TRIMBLE//KY,0.0639797068771,3548.0,27.9961857692,12.8,4.5,96.4362973927,36.8377345956,21223.0,21223.0,1,49.9735868991,21.9774011299,0.5322504
473,SCIOTO//OH,0.0640404040404,29700.0,34.8368302648,11.5,6.7,93.550123691,42.0297745321,39145.0,39145.0,1,36.8053210885,1.9684908237,0.51471406
474,MONTGOMERY//MS,0.0643041539545,4261.0,7.23175006975,11.1,5.4,52.4655963303,41.1178509532,28097.0,28097.0,1,13.4310427679,6.19929269815,0.69985378
475,STANLEY//SD,0.0646687697161,1268.0,11.4862546515,9.6,2.5,89.1289669142,55.0589390963,46117.0,46117.0,1,52.2654754308,40.7792207792,0.67644078
476,RUSSELL//KY,0.0646808510638,7050.0,8.63253873582,14.6,7.1,94.2441564322,38.1849038306,21207.0,21207.0,1,70.6155917268,61.983052991,0.58583391
477,COLUSA//CA,0.0647430376113,6966.0,-8.17758064178,17.8,15.9,37.4696204898,46.4801444043,6011.0,6011.0,1,13.5274491962,21.705029838,0.48364693
478,POWDER RIVER//MT,0.0648148148148,756.0,6.85598274616,15.9,2.4,93.951849677,64.4157814871,30075.0,30075.0,1,71.9197707736,65.0637880275,0.71574599
479,JACKSON//CO,0.0649350649351,616.0,7.73322243138,13.2,1.7,83.7453183521,46.1240310078,8057.0,8057.0,1,53.0162412993,45.2830188679,0.79029721
480,CANNON//TN,0.0649591685226,5388.0,19.1646921502,12.0,4.6,94.6906506129,38.7836592608,47015.0,47015.0,1,54.3498773353,35.1851851852,0.46179864
481,WILSON//KS,0.0650039798355,3769.0,9.05428901023,15.7,5.9,92.892616709,48.891723808,20205.0,20205.0,1,63.095921884,54.0416328737,0.53918284
482,BEE//TX,0.0650536407213,8762.0,3.90048426912,22.5,7.6,33.1363483266,39.4903593736,48025.0,48025.0,1,15.3700638449,11.4695795758,0.32007125
483,MEIGS//OH,0.0652220553529,9322.0,31.3250152632,12.2,7.3,96.9922890129,40.6391864899,39105.0,39105.0,1,50.0743889479,18.7493736847,0.55999863
484,HINSDALE//CO,0.0654911838791,397.0,3.37287279046,14.2,1.7,97.1395881007,73.5537190083,8053.0,8053.0,1,24.1086587436,20.7357859532,0.92672235
485,WASHINGTON//MD,0.0655109065939,56067.0,13.8879183046,8.4,4.5,81.4798686943,48.5426649243,24043.0,24043.0,1,32.3541519158,18.4662336112,0.55560344
486,MADISON//TX,0.0655180781364,4121.0,6.34365822992,19.4,5.1,56.5327359445,39.7220190198,48313.0,48313.0,1,57.6231613355,51.2795031056,0.39535615
487,FRANKLIN//IN,0.0655515370705,8848.0,18.1555289752,8.9,3.6,97.3926313495,44.3480496112,18047.0,18047.0,1,60.9463148317,42.7907858565,0.61736029
488,ESTILL//KY,0.0655652173913,5750.0,10.3212192194,13.4,5.0,97.8999723681,25.6709108717,21065.0,21065.0,1,56.4824846515,46.1612654321,0.46161196
489,LINCOLN//CO,0.0655933214073,1677.0,11.2765607545,7.3,2.1,69.0580503834,37.4842450214,8073.0,8073.0,1,61.3655287261,50.0889679715,0.55286688
490,ADAMS//WI,0.0657590547136,7786.0,30.5076777574,8.7,5.3,90.6019265562,43.5438965539,55001.0,55001.0,1,21.7967745127,-8.71090324467,0.60290778
491,MADISON//MO,0.0658064516129,4650.0,24.9907429092,13.9,4.4,95.2826384969,40.0377714825,29123.0,29123.0,1,58.2361790147,33.2454361055,0.52438629
492,PIERCE//GA,0.0658925979681,6890.0,7.62060276129,19.8,5.3,83.7857821908,40.5587668593,13229.0,13229.0,1,73.9756064136,66.3550036523,0.50091559
493,SHERIDAN//NE,0.0659583886676,2259.0,8.14472689661,14.0,2.8,82.9429542879,59.1292875989,31161.0,31161.0,1,74.3079922027,66.1632653061,0.60245532
494,HUGHES//OK,0.0660080826224,4454.0,18.7582905767,21.3,6.7,65.1940515053,41.4338919926,40063.0,40063.0,1,53.6132596685,34.8549690918,0.39390275
495,VILAS//WI,0.0660341912455,10646.0,12.1836361926,8.8,5.2,85.4881760712,61.107748184,55125.0,55125.0,1,25.2731732699,13.0895370773,0.79157317
496,WAYNE//TN,0.0661974191386,5967.0,17.5866627413,14.1,6.5,90.6610640942,32.8861788618,47181.0,47181.0,1,73.8959260527,56.3092633115,0.40458569
497,SEARCY//AR,0.0662042875158,3172.0,12.6273351053,16.3,4.0,94.0615191463,41.6980486135,5129.0,5129.0,1,63.6560302866,51.0286951814,0.58297902
498,ORLEANS//VT,0.0663392857143,11200.0,23.9502542961,7.6,4.3,95.6752376041,47.5721215216,50019.0,50019.0,0,-0.209319257372,-24.1595735534,0.5504812
499,RALLS//MO,0.066650087043,4021.0,24.0737106807,12.7,3.2,95.9289270721,38.8478379858,29173.0,29173.0,1,53.7599696164,29.6862589357,0.63390481
500,CHEROKEE//OK,0.0666503308013,16324.0,13.4229063776,23.5,5.6,49.4583861779,54.4555787208,40021.0,40021.0,1,27.5186510584,14.0957446809,0.39784151
501,TALBOT//GA,0.0667917448405,2665.0,5.60710439147,16.2,6.3,39.7688751926,34.711620017,13263.0,13263.0,0,-24.8226950355,-30.4297994269,0.66872275
502,ELK//KS,0.0668789808917,1256.0,14.2637318094,10.4,4.3,91.5393216549,53.6706349206,20049.0,20049.0,1,70.5321683876,56.2684365782,0.6437462
503,ANDERSON//TX,0.0670968512876,16737.0,5.87533457167,18.6,4.0,60.1502201502,42.8571428571,48001.0,48001.0,1,58.0742583052,52.1989237335,0.36296111
504,SAN AUGUSTINE//TX,0.0673143650243,2882.0,13.4975170128,24.2,9.1,68.6716503738,37.0253663148,48405.0,48405.0,1,48.0774628122,34.5799457995,0.53601223
505,BOONE//AR,0.067442015908,14961.0,10.4024536827,12.9,3.2,94.4663819271,49.8919002394,5009.0,5009.0,1,58.4464555053,48.0440018226,0.53621596
506,ALLEN//KS,0.0674707877874,5306.0,13.7885549059,11.8,4.9,91.1856891675,57.2011331445,20001.0,20001.0,1,40.9672563041,27.1787013982,0.52517533
507,TERRY//TX,0.0674740484429,4046.0,7.78046959647,24.4,4.3,42.1691495231,39.728416594,48445.0,48445.0,1,49.4044242768,41.6239546803,0.43506035
508,POWELL//KY,0.0675477239354,4767.0,20.3501418163,12.6,6.0,96.8185104845,33.4445768772,21197.0,21197.0,1,45.2544426494,24.9043008331,0.47476923
509,PECOS//TX,0.0677575478221,4339.0,-0.32257655703,20.4,6.2,26.7349908268,34.0776881216,48371.0,48371.0,1,21.8862491001,22.2088256571,0.40315542
510,PARK//CO,0.0677688208772,7319.0,11.3086763299,12.1,2.3,90.4008894929,70.2171830086,8093.0,8093.0,1,26.373840898,15.0651645681,0.72030818
511,BRADFORD//PA,0.0678627145086,24358.0,21.4378317615,10.3,5.4,96.2412418847,40.4495151169,42015.0,42015.0,1,46.0411827237,24.6033509622,0.48483858
512,SAN MIGUEL//NM,0.0680385613645,10788.0,10.4421095847,17.4,7.4,19.0072554765,53.23472208,35047.0,35047.0,0,-46.3984243106,-56.8405338953,0.51918685
513,ALBANY//WY,0.0681266760312,15662.0,1.81298568932,9.2,2.7,83.4207373885,79.5582567447,56001.0,56001.0,1,4.34226552984,2.52927984052,0.54135168
514,PLUMAS//CA,0.0681513934526,8217.0,3.80810280466,12.4,8.7,84.3245808289,66.6413268832,6063.0,6063.0,1,21.0079275198,17.1998247152,0.65581357
515,OSCEOLA//MI,0.0681740322028,8757.0,22.6684122982,13.9,4.3,95.2569510201,43.3247632784,26133.0,26133.0,1,43.7010474663,21.032635168,0.58365023
516,GRENADA//MS,0.0683806703459,7429.0,8.68962696856,12.6,4.7,55.4907137233,46.722513089,28043.0,28043.0,1,14.8822064739,6.1925795053,0.692276
517,FAYETTE//IL,0.0684190181678,7761.0,23.7094966643,12.9,6.2,92.0084929527,42.7244176917,17051.0,17051.0,1,58.3184445612,34.6089478969,0.52212399
518,GALLATIN//IL,0.0685215946844,2408.0,29.7274235196,9.4,6.4,95.9331476323,44.6442332391,17059.0,17059.0,1,47.7889260498,18.0615025302,0.59684479
519,SIERRA//NM,0.0685963521015,5044.0,8.33891595656,14.5,7.9,66.9134739561,49.4841930116,35051.0,35051.0,1,27.2567751998,18.9178592433,0.53155768
